launched_by_year,subcategory,goal_usd_log,comb_model_output,launch_yy_mm
2010,Fabrication Tools,9.210340371976184,0.9157107474949059,2010-05
2010,Software,6.907755278982138,0.8976928058552411,2010-09
2010,Apps,8.006367567650246,0.9875131982100314,2010-08
2010,Software,7.377758908227872,0.974625160364873,2010-11
2010,Software,8.006367567650246,0.9530179039395454,2010-10
2010,Software,8.24800570160062,0.9388327534681272,2010-09
2010,Software,7.600902459542082,0.7479802948292258,2010-03
2010,DIY Electronics,8.517193191416238,0.966203777501822,2010-09
2010,Hardware,9.210340371976184,0.9871301322596192,2010-06
2010,Hardware,8.987196820661973,1.0,2010-10
2010,Software,8.006367567650246,0.7504384886060081,2010-09
2010,Hardware,9.769956159911604,0.9729717889648859,2010-11
2010,Software,7.600902459542082,0.9302055220866764,2010-01
2010,Software,6.214608098422191,0.8818924907798842,2010-08
2010,Software,8.517193191416238,0.9500778179656121,2010-07
2010,Software,10.126631103850338,0.7591228412945229,2010-09
2010,Software,7.783224016336037,0.9745586573956588,2010-06
2010,Software,8.699514748210191,0.9392881471880824,2010-08
2010,Software,9.433483923290392,0.9522417340869868,2010-04
2010,Software,9.210340371976184,0.8316511035139219,2010-07
2010,Space Exploration,5.298317366548036,0.9871265351210908,2010-03
2011,Sound,6.932447891572509,0.9800980503140259,2011-03
2011,Hardware,7.359333956500754,0.9677435887585204,2011-08
2011,Space Exploration,6.907755278982138,0.966576557680602,2011-10
2011,Hardware,5.1929568508902095,0.9929472219601352,2011-05
2011,Hardware,10.203592144986468,0.9951711014506601,2011-08
2011,Fabrication Tools,7.3132203870903005,0.9678142425756552,2011-06
2011,Software,4.8283137373023015,0.967630802547464,2011-01
2011,Sound,9.615805480084347,0.9851645383905429,2011-11
2011,Software,11.512925464970227,0.9335713965975074,2011-10
2011,Hardware,8.699514748210191,0.9205056020782748,2011-04
2011,Fabrication Tools,9.903487552536127,0.8692675938005076,2011-07
2011,Hardware,8.006367567650246,0.9687194603273884,2011-09
2011,Hardware,10.404262840448617,0.7502150618389628,2011-04
2011,Hardware,10.126631103850338,0.9733631014395726,2011-11
2011,Hardware,8.160518247477505,0.9808880430927276,2011-08
2011,Hardware,10.021270588192511,0.9940083994542076,2011-04
2011,Hardware,11.002099841204238,0.7418539362461387,2011-02
2011,Fabrication Tools,8.853665428037447,0.934004718629596,2011-06
2011,Robots,7.824046010856294,0.9096992358387922,2011-03
2011,Robots,7.600902459542082,0.9498456403019736,2011-12
2011,Hardware,8.699514748210191,0.9859597238625948,2011-07
2011,Hardware,8.922658299524402,0.9592192726410866,2011-09
2011,Hardware,8.517193191416238,0.9665398675107088,2011-12
2011,Software,8.294049640102028,0.8618413153620009,2011-08
2011,Software,8.699514748210191,0.8562193891021639,2011-09
2011,Hardware,7.824046010856294,0.9925640707384716,2011-10
2011,Hardware,8.682707629893809,0.9852155905527636,2011-05
2011,Camera Equipment,9.615805480084347,0.9296841498177246,2011-05
2011,Software,8.317766166719343,0.9429926745130576,2011-07
2011,Sound,9.210340371976184,0.9455356441471824,2011-06
2011,Flight,10.23995978915734,0.9562176130593668,2011-05
2011,Software,10.126631103850338,0.9613136906601368,2011-06
2011,Robots,10.221941283654663,0.8703150462417031,2011-02
2011,DIY Electronics,8.006367567650246,0.972761027512593,2011-07
2011,Robots,7.824046010856294,0.9287269395252684,2011-12
2011,DIY Electronics,8.111727083307573,0.9676099591735718,2011-03
2011,Hardware,8.517193191416238,0.7077552875150404,2011-08
2011,Hardware,9.210340371976184,0.9962429536021804,2011-01
2011,Apps,9.852194258148575,0.8064260307549691,2011-11
2011,Robots,5.926926025970412,0.9892642380656158,2011-04
2011,Sound,7.3132203870903005,0.9571698237206882,2011-12
2011,Hardware,6.956545443151567,0.8511216794032557,2011-05
2011,Software,7.3132203870903005,0.9214665014203616,2011-09
2011,Hardware,8.881836305004146,0.920229523229848,2011-08
2011,Hardware,8.853665428037447,0.8613790327878587,2011-08
2011,Hardware,7.600902459542082,0.9929801581194226,2011-06
2011,Software,10.126631103850338,0.9286313748052691,2011-07
2011,Space Exploration,8.612503371220562,0.9712415336528608,2011-12
2011,Software,9.210340371976184,0.9510543572039268,2011-09
2011,Robots,7.600902459542082,0.9015966445339,2011-12
2011,Sound,9.210340371976184,0.963973735770654,2011-05
2011,Hardware,9.704060527839234,0.989131026009829,2011-01
2011,DIY Electronics,7.824046010856294,0.9852961790362692,2011-09
2011,Hardware,9.210340371976184,0.9699960234554896,2011-03
2011,Hardware,10.126631103850338,0.9900470558036848,2011-11
2011,Software,6.907755278982138,0.9792467882557864,2011-02
2011,Makerspaces,8.856803356728378,0.9661139798680788,2011-09
2011,Fabrication Tools,7.3132203870903005,0.7447605963761665,2011-08
2011,Software,9.798127036878304,0.9596880753269807,2011-03
2011,Hardware,8.517193191416238,1.0,2011-01
2011,Space Exploration,8.699514748210191,0.7599124594864547,2011-06
2011,Robots,9.615805480084347,0.9760906520365618,2011-12
2011,Hardware,8.318742252692399,0.9869747527296558,2011-05
2011,Robots,6.610103675492866,0.966413656797896,2011-03
2011,Apps,10.46310334047155,0.943913066507622,2011-10
2011,Camera Equipment,10.126631103850338,0.9508572603401472,2011-06
2011,Fabrication Tools,5.298317366548036,0.9556042784308912,2011-06
2011,Hardware,10.126631103850338,0.8309732836422057,2011-05
2011,Hardware,9.998797732340453,0.9502191539642112,2011-08
2011,Software,6.907755278982138,0.9960086762838942,2011-08
2011,Hardware,6.620073206530356,0.954079747755394,2011-03
2011,Software,8.34283980427146,0.9635402079173548,2011-03
2011,Hardware,5.521460917862246,0.8979147976157111,2011-05
2011,Hardware,7.824046010856294,0.9904139525930814,2011-02
2011,Software,7.824046010856294,0.7094653809735469,2011-08
2011,Hardware,8.682707629893809,0.8918315932642991,2011-03
2011,Software,8.366370301681654,0.9862194490681692,2011-05
2011,Hardware,10.596634733096073,0.9857682828531256,2011-10
2011,Hardware,7.600902459542082,0.969718255715338,2011-07
2011,Hardware,7.824046010856294,0.978843654898884,2011-08
2011,Apps,8.699514748210191,0.7787662730912746,2011-12
2011,Hardware,6.907755278982138,0.9959702381885318,2011-01
2011,Space Exploration,6.907755278982138,0.995004920574358,2011-07
2011,Software,8.853665428037447,0.9304813653504704,2011-05
2011,Hardware,10.778956289890028,0.9389520083858252,2011-03
2011,Space Exploration,10.308952660644293,0.9851645383905429,2011-10
2011,DIY Electronics,10.46310334047155,0.7798613208040971,2011-11
2011,Hardware,7.937374696163295,1.0,2011-05
2012,Hardware,9.798127036878304,1.0,2012-11
2012,Hardware,7.6496926237115135,1.0,2012-08
2012,Space Exploration,11.141861783579397,0.9351102749982521,2012-10
2012,Software,6.214608098422191,0.9898562908766441,2012-02
2012,Software,7.824046010856294,0.9432605615411142,2012-11
2012,Robots,8.699514748210191,0.9713831318461846,2012-03
2012,Software,8.006367567650246,0.9894397065826972,2012-01
2012,Gadgets,11.225243392518447,0.9045495366404572,2012-02
2012,Software,6.684611727667928,0.967535267106122,2012-07
2012,Software,6.684611727667928,0.9642271546235791,2012-11
2012,Software,6.214608098422191,0.8421551695260531,2012-02
2012,Hardware,7.377758908227872,0.9859914852839108,2012-11
2012,DIY Electronics,7.783224016336037,0.965493371483906,2012-06
2012,DIY Electronics,8.987196820661973,0.9819124865181365,2012-04
2012,Gadgets,10.221941283654663,0.9613358552386292,2012-09
2012,Robots,8.006367567650246,0.9664285986802624,2012-10
2012,Robots,9.903487552536127,0.9592959999218728,2012-09
2012,Robots,6.907755278982138,0.9972575175220438,2012-11
2012,DIY Electronics,9.210340371976184,0.9565006888272941,2012-09
2012,Hardware,7.3132203870903005,0.9030286657219441,2012-07
2012,Software,10.126631103850338,0.8599756073500809,2012-03
2012,Robots,10.308952660644293,0.9983082570445124,2012-12
2012,Apps,8.006367567650246,0.980250767421062,2012-05
2012,Flight,10.714417768752456,0.9289106213889318,2012-08
2012,Robots,9.472704636443671,0.9754005038290292,2012-05
2012,Flight,9.210340371976184,0.9375130341927688,2012-11
2012,Space Exploration,4.878101590281363,0.8472228753252946,2012-11
2012,Hardware,9.392661928770137,0.944103097118374,2012-01
2012,Software,10.308952660644293,0.8235432830153375,2012-02
2012,Sound,11.695247021764185,0.8548252505499075,2012-12
2012,Hardware,10.308952660644293,1.0,2012-03
2012,DIY Electronics,8.517193191416238,0.9792561060451392,2012-08
2012,Space Exploration,6.214608098422191,0.9801746757349538,2012-08
2012,Software,8.699514748210191,0.9580750669843396,2012-03
2012,Sound,9.903487552536127,0.9455860193753552,2012-11
2012,Robots,9.210340371976184,0.9785862349931348,2012-07
2012,Hardware,8.796165309604651,0.8536748098034013,2012-11
2012,Hardware,5.48063892334199,0.9711972150708824,2012-11
2012,Hardware,10.819778284410283,0.9741167651236298,2012-12
2012,Hardware,8.294049640102028,0.9874443336788634,2012-10
2012,Hardware,9.903487552536127,1.0,2012-12
2012,Software,9.852194258148575,0.8207028501700074,2012-05
2012,Software,8.006367567650246,0.8644424851261352,2012-05
2012,Camera Equipment,9.615805480084347,0.8686991124782363,2012-11
2012,Space Exploration,11.320553572322776,0.9384232570024178,2012-07
2012,Hardware,8.160518247477505,0.9810735705920952,2012-03
2012,Hardware,8.853665428037447,1.0,2012-08
2012,Sound,9.903487552536127,0.9722779168705138,2012-05
2012,Sound,9.615805480084347,0.9909930939074711,2012-08
2012,Sound,8.188689124444199,0.9774082022410832,2012-01
2012,Hardware,9.615805480084347,1.0,2012-11
2012,Software,7.824046010856294,0.98077693676426,2012-09
2012,Gadgets,10.308952660644293,0.9534984140921514,2012-08
2012,Flight,10.308952660644293,0.9028697106143708,2012-05
2012,Hardware,10.67617982658759,0.9853687367197328,2012-10
2012,Hardware,5.703782474656202,0.9522746605152628,2012-12
2012,Hardware,8.517193191416238,0.9482273993847488,2012-02
2012,Software,9.210340371976184,0.9341674377072108,2012-10
2012,Camera Equipment,10.126631103850338,0.983694689541238,2012-08
2012,Hardware,10.126631103850338,0.9721854839250874,2012-05
2012,Sound,11.512925464970227,0.9617496284233968,2012-05
2012,Hardware,10.645424897265503,0.9892969028353864,2012-04
2012,Space Exploration,9.903487552536127,0.9176543811102271,2012-06
2012,Hardware,7.824046010856294,0.7392857032438906,2012-10
2012,Hardware,7.3132203870903005,1.0,2012-10
2012,Space Exploration,9.903487552536127,0.9871140687786312,2012-03
2012,Software,9.210340371976184,0.9893111322529744,2012-08
2012,Hardware,8.612503371220562,0.9764344608279316,2012-12
2012,DIY Electronics,8.517193191416238,0.9686802657877815,2012-11
2012,Camera Equipment,10.819778284410283,0.9875543475883086,2012-10
2012,Flight,11.082142548877776,0.8989524706235391,2012-05
2012,Hardware,7.495541943884256,0.9962429536021804,2012-12
2012,Space Exploration,9.104979856318355,0.9508416403765859,2012-07
2012,Hardware,9.210340371976184,0.9621983873906236,2012-05
2012,Robots,7.824046010856294,0.9694905419943194,2012-12
2012,Space Exploration,7.003065458786463,0.6321410769468706,2012-03
2012,Hardware,7.824046010856294,0.9984139395492608,2012-01
2012,Gadgets,11.407564949312404,0.9685705865056828,2012-06
2012,Hardware,8.517193191416238,1.0,2012-01
2012,Software,5.991464547107983,0.9088934452736468,2012-10
2012,Fabrication Tools,8.517193191416238,0.96791684091794,2012-06
2012,Hardware,8.070906088787819,0.9596891934633924,2012-05
2012,Hardware,10.275051108968613,1.0,2012-07
2012,Hardware,9.903487552536127,0.768106309427093,2012-11
2012,DIY Electronics,8.517193191416238,0.9565803913245724,2012-10
2012,Gadgets,8.853665428037447,0.9885433457586136,2012-11
2012,Makerspaces,9.615805480084347,0.8843944282858291,2012-12
2012,Space Exploration,8.987196820661973,0.9573513621983996,2012-08
2012,Robots,7.847762537473607,0.941617834971454,2012-03
2012,DIY Electronics,8.699514748210191,0.9622593810274,2012-09
2012,Hardware,5.298317366548036,0.9956533476031896,2012-09
2012,Apps,10.126631103850338,0.984817738850998,2012-07
2012,Hardware,8.922658299524402,0.9872514199678176,2012-09
2012,DIY Electronics,10.126631103850338,0.94272060353702,2012-05
2012,Hardware,8.517193191416238,0.9359270045340125,2012-06
2012,Hardware,9.210340371976184,1.0,2012-12
2012,Makerspaces,10.308952660644293,0.9676051337157572,2012-07
2012,Space Exploration,8.922658299524402,0.954967199863916,2012-08
2012,Space Exploration,8.517193191416238,0.937356405979274,2012-06
2012,Hardware,9.89477759827276,1.0,2012-11
2012,Robots,11.289781913656018,0.8966462057161678,2012-09
2012,Hardware,8.517193191416238,0.8552593224045324,2012-03
2012,Space Exploration,10.46310334047155,0.9612055333401688,2012-06
2012,Fabrication Tools,8.517193191416238,0.9402530670028666,2012-12
2012,Hardware,7.600902459542082,0.9592780086239784,2012-11
2012,Robots,6.907755278982138,0.9705370135284116,2012-11
2012,Flight,9.615805480084347,0.98463129206285,2012-10
2012,Software,8.160518247477505,0.9510016403283702,2012-02
2012,Hardware,6.907755278982138,0.9720672903563536,2012-07
2012,Hardware,6.907755278982138,0.9561398017054692,2012-04
2012,Apps,9.615805480084347,0.969617642679928,2012-08
2012,Robots,11.512925464970227,0.8053230097226034,2012-10
2012,Robots,9.615805480084347,0.9692735245095658,2012-09
2012,Hardware,9.210340371976184,0.9889045718917168,2012-03
2012,Hardware,9.903487552536127,0.9554984301469908,2012-05
2012,Hardware,10.308952660644293,0.9870818863356636,2012-08
2012,Hardware,8.732304571033183,1.0,2012-01
2012,Hardware,9.210340371976184,1.0,2012-08
2012,Software,6.551080335043403,0.9437010630598821,2012-10
2012,Hardware,8.294049640102028,1.0,2012-06
2012,Hardware,10.819778284410283,0.990216068931404,2012-05
2012,Software,8.006367567650246,0.9554777377196084,2012-09
2012,Robots,9.903487552536127,0.986269133225079,2012-06
2012,Robots,8.987196820661973,0.9501429457543914,2012-05
2012,Apps,9.903487552536127,0.9680131134738004,2012-11
2012,Robots,5.703782474656202,0.9910935602247652,2012-03
2012,Robots,11.082142548877776,0.922154646985662,2012-08
2012,Hardware,6.907755278982138,0.9942784952330443,2012-03
2012,Software,9.392661928770137,0.9670892694656028,2012-04
2012,Sound,9.615805480084347,0.9371519502580512,2012-09
2012,DIY Electronics,9.903487552536127,0.986214072224587,2012-05
2012,Hardware,7.824046010856294,1.0,2012-08
2012,Hardware,8.517193191416238,0.9828620846581936,2012-12
2012,Hardware,9.305650551780507,0.9729799289056306,2012-07
2012,Hardware,8.160518247477505,0.9904113213335548,2012-07
2012,Space Exploration,8.006367567650246,0.9334561483190852,2012-03
2012,DIY Electronics,8.411832675758411,0.9461832712198048,2012-10
2012,Software,4.8283137373023015,0.9824559823282936,2012-08
2012,Hardware,9.903487552536127,1.0,2012-12
2012,Hardware,10.085809109330082,0.8048631966291673,2012-01
2012,Hardware,6.745236349484363,1.0,2012-06
2012,Gadgets,11.512925464970227,0.9201309932415664,2012-09
2012,Software,7.003065458786463,0.9893944368340982,2012-10
2012,Software,7.824046010856294,0.9513006131789292,2012-06
2012,Software,9.210340371976184,0.917020333370104,2012-03
2012,Apps,8.517193191416238,0.8679535917798145,2012-07
2012,Hardware,7.600902459542082,0.9941590503074658,2012-07
2012,Hardware,8.496990484098719,0.9752773894852798,2012-06
2012,Hardware,9.615805480084347,0.9796025009440834,2012-12
2012,DIY Electronics,8.517193191416238,0.9764945879421087,2012-09
2012,Software,10.869566137389347,0.9159834694611174,2012-11
2012,Hardware,9.472704636443671,1.0,2012-06
2012,Software,7.824046010856294,0.9235102319572442,2012-01
2012,DIY Electronics,9.210340371976184,0.9945580623809712,2012-03
2012,Hardware,11.097410021008566,0.9962687194090704,2012-06
2012,Robots,7.863266724009573,0.960737761662278,2012-05
2012,Hardware,11.512925464970227,0.9879225501953264,2012-11
2012,Software,9.798127036878304,0.8637136943114216,2012-06
2012,Sound,11.289781913656018,0.9383064918369126,2012-07
2012,Robots,11.407564949312404,0.9430921891566524,2012-07
2012,Software,8.070906088787819,0.9646388457261154,2012-11
2012,DIY Electronics,9.798127036878304,0.9871024872291472,2012-09
2012,Software,12.206072645530176,0.79253409734037,2012-04
2012,Software,9.210340371976184,0.9423438919480156,2012-05
2012,DIY Electronics,10.308952660644293,0.9516920328401256,2012-09
2012,Hardware,10.308952660644293,0.9901849678516292,2012-09
2012,Hardware,8.006367567650246,0.9881601105181012,2012-12
2012,Space Exploration,7.549609165154532,0.9883847310939154,2012-08
2012,Hardware,10.571316925111784,0.977004691920584,2012-03
2012,Flight,7.3132203870903005,0.9563293168888862,2012-10
2012,Hardware,13.527828485512496,0.9141130373992136,2012-09
2012,Software,7.824046010856294,0.962629007350374,2012-10
2012,Hardware,7.600902459542082,0.9939913727920372,2012-12
2012,Software,8.188689124444199,0.9796726463754896,2012-03
2012,Hardware,10.126631103850338,0.9684556581251468,2012-02
2012,Space Exploration,5.991464547107983,0.9814623908376844,2012-07
2012,Hardware,10.491274217438248,0.9988719762826735,2012-08
2012,Hardware,9.210340371976184,0.9637435688591052,2012-10
2012,Sound,10.596634733096073,0.9682385091526,2012-09
2012,DIY Electronics,10.043249494911286,0.9204847773601346,2012-10
2012,Hardware,9.615805480084347,1.0,2012-12
2012,Hardware,8.987196820661973,0.9888374804185568,2012-10
2012,Hardware,6.396929655216146,0.9873114829156608,2012-03
2012,Hardware,8.34283980427146,0.9915480861939724,2012-10
2012,Hardware,9.392661928770137,1.0,2012-12
2012,Sound,8.699514748210191,0.9231764420173754,2012-06
2012,Hardware,8.006367567650246,0.9981203939579883,2012-10
2012,Hardware,8.517193191416238,1.0,2012-06
2012,Hardware,9.798127036878304,1.0,2012-04
2012,Sound,7.783224016336037,0.9651577458276024,2012-03
2012,Hardware,9.615805480084347,1.0,2012-02
2012,Hardware,9.210340371976184,0.9745635574569232,2012-12
2012,Hardware,8.294049640102028,1.0,2012-07
2012,Robots,8.517193191416238,0.9663665085357176,2012-05
2012,Software,10.308919326755392,0.9323280246906159,2012-10
2012,Hardware,6.907755278982138,0.9260807137679162,2012-06
2012,Hardware,10.126631103850338,0.9590919623278171,2012-10
2012,Hardware,7.3132203870903005,0.9963769847433124,2012-09
2012,Hardware,4.31748811353631,0.9666742989109752,2012-06
2012,Hardware,10.126631103850338,1.0,2012-10
2012,Software,9.210339371975683,0.8977638653675509,2012-05
2013,Space Exploration,5.283566698389528,0.9815757383615475,2013-01
2013,Software,10.819778284410283,0.8346537213420753,2013-09
2013,3D Printing,8.006367567650246,0.9676185919401104,2013-11
2013,3D Printing,10.028710695160708,0.9752115845009948,2013-12
2013,Hardware,7.600902459542082,0.9904139525930814,2013-11
2013,3D Printing,9.210340371976184,0.958777965171816,2013-12
2013,Software,9.210340371976184,0.9779697137178724,2013-12
2013,Robots,7.824046010856294,0.9964988900705708,2013-11
2013,Software,10.819778284410283,0.9748318389401748,2013-12
2013,Hardware,9.210340371976184,1.0,2013-01
2013,Apps,8.79012459570951,0.9830278908009766,2013-10
2013,Hardware,8.573021758290439,0.9317878129863508,2013-04
2013,Hardware,8.294049640102028,0.9955408640671048,2013-10
2013,Hardware,6.461468176353718,0.975361602869311,2013-07
2013,Hardware,6.8990453247187675,1.0,2013-08
2013,Hardware,8.517193191416238,0.9911827387725896,2013-08
2013,Hardware,7.824046010856294,0.9962429536021804,2013-01
2013,Hardware,9.615805480084347,0.9968294212975064,2013-05
2013,Hardware,8.517193191416238,0.9604142030706267,2013-08
2013,Hardware,8.160518247477505,0.9870058240309202,2013-07
2013,Hardware,10.46310334047155,0.982720419031756,2013-08
2013,Software,7.824046010856294,0.97056527910059,2013-07
2013,Hardware,8.294049640102028,0.9644329993890268,2013-03
2013,Hardware,9.047821442478408,0.9975837616031232,2013-05
2013,DIY Electronics,8.517193191416238,0.9547776813030248,2013-08
2013,Software,4.871792908798863,0.9677464664369418,2013-12
2013,Hardware,7.600902459542082,0.9972819835619384,2013-08
2013,3D Printing,9.104979856318355,0.9771616477508124,2013-10
2013,Hardware,10.819778284410283,0.930555294212914,2013-04
2013,Hardware,10.491274217438248,1.0,2013-04
2013,3D Printing,11.785856869263501,0.8404406417833015,2013-11
2013,Space Exploration,7.3132203870903005,0.9386584427848532,2013-04
2013,Hardware,9.615805480084347,1.0,2013-04
2013,Software,12.188967177627234,0.8363088952694546,2013-11
2013,Hardware,7.600902459542082,0.9962429536021804,2013-03
2013,Hardware,8.160518247477505,0.9951711014506601,2013-03
2013,Hardware,11.098750402598696,0.9736701436450148,2013-03
2013,Hardware,10.819778284410283,1.0,2013-09
2013,Software,10.819778284410283,0.9716907489202291,2013-09
2013,Hardware,12.475954734056243,0.8862797263565412,2013-04
2013,Hardware,8.455317787698151,0.9769551626979904,2013-10
2013,Hardware,9.210340371976184,1.0,2013-12
2013,Hardware,8.517193191416238,1.0,2013-03
2013,Hardware,6.907755278982138,0.9118947155827152,2013-03
2013,Hardware,9.132637546225864,1.0,2013-07
2013,Hardware,9.210340371976184,0.9831717907315508,2013-12
2013,Hardware,11.225243392518447,0.990869248640216,2013-03
2013,Hardware,7.600902459542082,0.9835761777100648,2013-07
2013,Web,4.31748811353631,0.8976063847369453,2013-11
2013,Software,8.987196820661973,0.9125691493453842,2013-08
2013,Hardware,9.615805480084347,1.0,2013-05
2013,Hardware,11.225243392518447,0.9872759044395754,2013-12
2013,Gadgets,9.615805480084347,0.9332159350118172,2013-05
2013,Hardware,12.89921982609012,0.8392516511388604,2013-10
2013,Camera Equipment,11.098750402598696,0.9756798047160304,2013-10
2013,3D Printing,8.930098406492599,0.9870798648646876,2013-12
2013,Web,7.3132203870903005,0.8508979302203337,2013-11
2013,Hardware,6.396929655216146,0.9771212363789104,2013-12
2013,Software,10.126631103850338,0.9475840037792738,2013-01
2013,Software,9.615805480084347,0.871166334681717,2013-02
2013,DIY Electronics,10.819778284410283,0.9861988678094924,2013-07
2013,Hardware,11.289781913656018,0.9838105556915452,2013-04
2013,Software,7.824046010856294,0.9586913029816384,2013-03
2013,DIY Electronics,11.156250521031497,0.9339136137557328,2013-08
2013,3D Printing,11.512925464970227,0.9466436412255532,2013-08
2013,Gadgets,10.819778284410283,0.6754385451668041,2013-08
2013,Flight,7.937374696163295,0.7985154910331542,2013-12
2013,Hardware,11.002099841204238,0.9853584713210694,2013-10
2013,Robots,11.002099841204238,0.9979287192552267,2013-05
2013,Hardware,7.186727397170548,0.986790937336394,2013-12
2013,Hardware,11.512925464970227,0.9877316172732636,2013-09
2013,Hardware,10.819778284410283,0.9956695581156452,2013-03
2013,Hardware,6.8990453247187675,1.0,2013-02
2013,Software,7.586151791383575,0.7389449031496305,2013-02
2013,Hardware,10.126631103850338,0.996423835926058,2013-02
2013,Hardware,10.46310334047155,1.0,2013-07
2013,Hardware,11.918390573078392,0.8753424348260623,2013-12
2013,Hardware,10.628331825235328,1.0,2013-11
2013,DIY Electronics,10.126631103850338,0.9649163295930052,2013-08
2013,Software,9.210340371976184,0.7416063174360419,2013-07
2013,DIY Electronics,11.350406535472453,0.978197758377264,2013-11
2013,Hardware,7.656731026416284,0.9904606978729008,2013-09
2013,Hardware,9.671634046958546,1.0,2013-10
2013,Hardware,6.551080335043403,0.9926974854068268,2013-07
2013,Hardware,11.225243392518447,0.9919237558545624,2013-04
2013,Hardware,10.819778284410283,0.9991677758414864,2013-05
2013,Gadgets,8.517193191416238,0.8210877706753144,2013-04
2013,Hardware,9.615805480084347,0.9947554866343454,2013-04
2013,Hardware,10.182459670724539,0.9739374375598316,2013-03
2013,Hardware,7.600902459542082,0.8528695163590575,2013-03
2013,Hardware,9.852194258148575,1.0,2013-09
2013,Hardware,6.907755278982138,1.0,2013-08
2013,Hardware,8.294049640102028,0.9966182685981289,2013-01
2013,Hardware,10.308952660644293,0.9867948059882384,2013-09
2013,Software,8.006367567650246,0.980983144601812,2013-01
2013,Hardware,8.294049640102028,0.9779380206943992,2013-11
2013,Hardware,8.853665428037447,0.8873419475920451,2013-08
2013,Wearables,11.512925464970227,0.9806592789820824,2013-12
2013,3D Printing,10.308952660644293,0.9420574136780508,2013-10
2013,Software,9.210340371976184,0.966333896304115,2013-09
2013,Software,7.600902459542082,0.7073002446644201,2013-11
2013,Hardware,8.517193191416238,0.9724914537905696,2013-05
2013,Flight,9.210340371976184,0.9492080803753736,2013-11
2013,Hardware,9.433483923290392,0.8824806840966121,2013-12
2013,Flight,8.922658299524402,0.956568700988566,2013-01
2013,Hardware,10.308952660644293,0.9808015884483312,2013-02
2013,Hardware,11.512925464970227,0.9915422331116354,2013-08
2013,Camera Equipment,9.825784726785807,0.9427777452617652,2013-12
2013,Hardware,10.308952660644293,0.9931694261836059,2013-12
2013,Camera Equipment,11.608235644774554,0.8980958179451255,2013-10
2013,3D Printing,11.461632170582678,0.8812676237606247,2013-10
2013,Software,7.600902459542082,0.8648669903903654,2013-11
2013,Hardware,7.543802867501509,1.0,2013-05
2013,Makerspaces,6.907755278982138,0.9776879441661294,2013-04
2013,Hardware,9.740968623038354,0.929286560634408,2013-11
2013,Hardware,6.802394763324312,0.998154549271861,2013-05
2013,Hardware,6.907755278982138,0.9874443336788634,2013-08
2013,Apps,9.210340371976184,0.9368515614140809,2013-02
2013,Space Exploration,10.819778284410283,0.9893065137276252,2013-12
2013,DIY Electronics,9.87816974455184,0.9854223258231436,2013-06
2013,Hardware,9.615805480084347,0.9917014727987296,2013-09
2013,Hardware,10.819778284410283,0.9786084245279753,2013-12
2013,Hardware,8.28127558313409,0.7902515395038365,2013-11
2013,Hardware,11.512925464970227,0.9857832834654352,2013-09
